age,gender,height_cm,weight_kg,body_fat_percent,diastolic,systolic,grip_force,sit_and_bend_forward_cm,sit_ups_counts,broad_jump_cm,class
37,1,154.7,44.4,0.217,65,108,22.5,21.5,34,169,A
29,0,168.3,56.4,0.144,79,129,42.4,2.5,45,215,D
34,1,168.3,58.1,0.179,70,120,28.8,20.6,32,138,A
22,0,183.3,82.22,0.12,60,120,44.9,19.9,48,231,B
26,1,164.1,53.5,0.168,72,115,29.8,23.7,36,180,B
34,1,152,46.6,0.224,68,110,21.2,26.6,24,157,C
51,1,160.3,56.4,0.284,83,119,21.1,22.5,38,134,B
25,0,170.1,59.6,0.212,86,156,39.6,5,44,205,D
57,1,154.4,52.9,0.253,83,148,30.3,24.9,48,162,B
46,0,172,61,0.204,78,112,36.9,0,27,130,D
44,0,177.2,70.6,0.167,93,151,45.1,18.3,52,233,A
21,1,165.5,54.72,0.199,95,132,31.5,19.3,37,188,B
27,0,168.6,81.5,0.203,65,120,43.1,18.3,67,226,C
41,1,162.1,54.5,0.328,86,138,21.7,12.5,33,145,C
25,1,157.4,56.8,0.246,63,101,26.7,22.7,54,175,A
21,1,162.7,49.72,0.211,65,106,21.3,22.7,49,179,A
22,0,175.4,64.1,0.17,88,134,31.1,9.7,60,211,C
31,0,167.5,70.4,0.183,71,125,46.4,18.8,55,243,A
23,0,169.5,74,0.248,74,134,46.1,18.4,46,222,C
21,1,167.2,77.9,0.347,83,121,36,21.8,33,169,B
35,0,179.1,91.6,0.235,60,135,48,12.8,38,213,C
26,0,176,70.6,0.156,72,121,49.2,-6.1,47,246,D
56,1,152.3,46.9,0.254,70,141,14.6,14,14,124,C
40,0,175.1,68.58,0.13,89,129,46.8,17.9,52,228,A
21,0,175.8,71.24,0.16,65,127,38.3,18.1,47,227,C
27,0,172.6,71.9,0.195,59,122,48.7,19.1,55,223,A
61,0,163.9,59.4,0.246,74,155,18.9,12.5,19,157,D
45,0,167.4,67.46,0.158,71,114,40.4,13.6,38,219,B
25,1,152,49.5,0.275,74,120,28,22,56,173,B
35,0,171.3,77.2,0.108,99,146,56,25,48,228,B
25,1,168.1,53.6,0.151,70,125,30.9,23.8,46,204,A
36,0,175.6,84.8,0.244,76,131,47.1,12.2,34,229,D
42,0,173.6,75.5,0.161,93,158,57,15.9,38,231,B
22,0,174,80.9,0.237,77,136,37,4.9,50,195,D
21,0,182.2,80.3,0.161,86,134,49.3,15.6,62,242,B
39,0,170.8,82.5,0.288,70,119,38.4,-3.5,32,182,D
44,0,173.5,67.7,0.111,70,131,37.4,11.1,45,210,C
49,0,179.3,75.8,0.157,90,149,43.8,14.2,41,220,A
22,0,165.3,61,0.157,80,136,38.3,18.1,44,219,C
38,0,169,72.9,0.229,94,140,41.4,8.8,50,226,C
27,0,183.1,85.5,0.271,88,157,47.7,6.9,53,223,D
21,1,160.6,47.96,0.277,75,118,20.7,19.9,42,162,B
56,0,169.8,64.78,0.223,70,141,38,7.9,32,183,C
25,0,169.9,78.2,0.169,62,130,57.9,23.2,61,242,A
28,0,175.6,72.6,0.143,71,137,46.8,28.8,56,251,A
64,0,165.2,77.9,0.29,81,136,38,15.2,26,139,D
26,1,165.1,56.2,0.291,73,112,24.3,13.9,34,164,B
43,0,169.5,67.9,0.156,78,135,43.1,16.4,35,226,C
62,0,171,64.9,0.165,68,138,38,9.4,39,197,B
21,0,186.5,73.2,0.146,79,130,43.6,16,42,237,C
42,0,171.1,78.3,0.222,96,151,50.4,16.2,44,232,A
22,1,162.3,52.9,0.207,86,152,26.4,22.6,52,202,A
22,1,166.3,56.2,0.233,75,125,26.2,20.6,46,174,A
53,1,155,52.5,0.26,76,131,17.4,14,36,150,C
25,1,166.1,54.5,0.29,74,119,25.2,22.4,42,168,B
22,0,167.7,66.5,0.231,79,134,34.9,0.7,34,211,D
26,1,175.6,62.8,0.22,85,139,34.5,19,28,165,B
49,0,178.9,81.9,0.204,82,134,51.4,19.5,38,217,B
45,0,174.7,90.3,0.261,79,126,35.7,-10.7,33,201,D
42,1,160,56.8,0.394,66,98,24.9,-4.1,40,137,D
27,0,170.7,72,0.14,95,154,54.9,20.6,59,237,A
46,1,155.1,62.5,0.377,65,113,24.7,21,24,124,D
22,1,151,67.6,0.4,84,124,30.4,21.1,50,160,B
26,0,171.1,60.3,0.19,95,155,45.3,17.1,53,215,A
21,1,161.7,59.7,0.312,67,112,29.5,22.8,15,181,D
53,0,169,67.8,0.189,74,138,37.6,7.3,40,194,C
58,1,163,57.9,0.253,85,138,28.2,23.5,33,140,C
24,0,174.5,71,0.218,66,125,38,9.6,42,220,C
21,0,180,82.5,0.175,87,131,48.8,7.7,58,155,C
56,1,158.3,55.8,0.358,92,128,23,23.6,20,146,B
56,1,152.2,64.3,0.36,66,102,19.1,17.7,20,92,D
62,0,164.8,78.8,0.256,74,133,50.1,10,28,169,B
25,0,168.2,58.4,0.154,75,135,46.8,7.2,34,190,D
37,1,156.6,50.3,0.234,51,106,21.6,18.5,29,133,C
46,0,165.6,69.58,0.24,84,139,44,17.8,33,200,D
29,0,174.3,84.3,0.229,66,115,51.6,8.1,56,223,C
29,0,173,73.8,0.199,86,157,47.9,12.6,53,253,B
24,1,155.4,53.7,0.288,63,110,26,24.1,47,191,A
31,0,175.8,71.3,0.181,73,128,31.4,15,45,198,C
64,0,171.6,55.5,0.119,80,140,28.4,9.8,21,183,C
47,1,159.8,47.7,0.263,74,106,26.3,13,32,161,C
53,0,173.1,73.5,0.219,87,144,41.7,5.5,39,198,C
26,0,183.4,77.8,0.087,81,136,54.1,18.8,55,253,A
23,0,171.1,64.8,0.148,83,128,38.2,12.3,55,241,D
21,0,175.4,68.1,0.178,63,123,41.3,22.4,47,226,C
28,0,179,80.6,0.107,85,149,49.6,17.7,57,247,A
45,0,173,65.54,0.119,100,142,59.1,22.7,47,239,A
46,1,159.7,49.3,0.272,73,121,19.3,28.2,31,172,B
30,0,166.8,70.3,0.178,59,89,54.2,19.2,60,234,A
58,0,170.6,73.6,0.259,99,151,30.2,14.2,35,176,D
22,0,167.2,64,0.185,75,111,35.2,14.5,57,200,B
37,0,173.5,80.6,0.198,68,114,54.2,21.9,50,260,A
37,0,166.2,75.6,0.148,73,140,47.3,17.5,49,246,A
32,0,165.7,76.6,0.26,97,153,44.3,13.4,49,199,B
33,0,183.1,75.3,0.207,94,140,31.3,2.5,35,194,D
25,0,182.5,71.1,0.156,77,119,51.2,18.6,42,224,C
24,0,175.3,72.3,0.15,95,152,33.4,23,45,240,C
24,0,183.1,77.6,0.165,78,108,48,10.5,51,231,C
27,0,170.4,66.1,0.159,88,139,47.1,29.1,53,238,A
29,1,168.8,51,0.232,58,110,30.1,22.8,43,167,A
63,1,157.4,48.2,0.175,92,149,25.4,28,27,157,A
49,0,170.4,75.9,0.257,86,131,33.8,3.5,30,187,D
27,0,171.7,77.3,0.151,76,139,48.4,24.3,59,255,A
27,0,164.7,59.1,0.305,81,144,26.8,24.1,41,151,D
26,0,170.7,71.84,0.22,91,148,45.5,18.9,54,242,A
51,1,160.4,60.7,0.352,58,117,24.7,16.4,4,123,D
26,0,176,72.4,0.174,73,129,49,19.6,75,242,A
37,0,162.5,57.7,0.128,81,122,38.6,15.5,59,221,A
23,0,177,80.8,0.172,79,139,54.2,8,51,235,C
60,0,168.1,60.1,0.099,84,134,42.2,16.4,32,222,A
61,0,158.6,64.3,0.239,78,137,33.2,8.5,25,167,B
63,1,159.9,61.3,0.353,64,129,20.1,19.1,19,118,C
21,1,154.4,54.2,0.329,95,128,30.2,16.4,43,117,B
60,0,167.6,68.1,0.277,65,119,40.5,-3.2,19,151,D
48,1,168.8,46.1,0.26,75,116,24,24.7,32,174,C
38,1,156.5,49.5,0.262,75,119,26.5,17.9,32,166,B
21,1,170.2,65.8,0.271,77,117,26.9,19.8,40,177,C
47,1,172,57.66,0.205,60,104,25.2,26.7,19,169,C
50,0,170.4,69.5,0.251,84,129,37.5,14.9,36,205,B
33,0,179.6,75.9,0.187,75,108,47,16.4,39,243,C
40,1,173.2,65.22,0.274,67,111,28.4,17.8,31,176,C
35,0,165.6,88.5,0.401,87,136,33.9,7.4,6,151,D
41,0,170.6,70.3,0.201,95,145,48.2,14.2,41,189,B
22,0,171.4,56.6,0.17,76,114,27.9,15,48,259,D
46,0,170.3,69.6,0.211,70,130,45.3,12.4,38,193,C
27,0,162.6,79.6,0.356,68,114,18.7,-3.6,17,101,D
50,1,159.4,61.3,0.313,93,150,27.7,18.3,15,136,C
32,0,183.8,96.2,0.236,77,147,61,7.6,51,204,C
35,1,159.9,56.5,0.225,75,128,45.5,24.1,26,159,D
31,0,177.2,101.1,0.32,99,155,45,9.5,42,213,D
40,0,169.8,86.4,0.304,97,153,49.2,2.9,27,191,D
24,1,154.4,49.52,0.32,55,118,22.9,20.4,35,178,B
33,0,181.7,81.2,0.217,79,125,54.4,15.5,43,226,C
31,0,171.5,61,0.168,76,130,33.3,21,51,218,B
26,1,159.2,51.98,0.315,81,118,24.2,24.5,29,148,C
23,1,157.1,57.7,0.337,67,106,29,33,33,153,C
22,1,155,51.5,0.236,70,122,31.7,16.8,32,136,C
21,0,177.3,69.9,0.133,74,147,32.3,7.7,49,215,C
30,0,177,74.8,0.21,76,129,45.1,5.7,55,214,C
21,1,159.9,53.5,0.279,62,103,24.2,18.7,36,154,B
21,1,166.8,57.9,0.272,78,130,29.7,16.5,57,179,B
50,1,164.8,60.2,0.236,58,106,24.7,20.4,13,146,C
21,0,182.4,76.1,0.222,86,135,39.1,19.5,46,226,C
39,0,183.2,98.76,0.27,99,159,48.8,9.9,33,205,D
46,1,166.8,64.5,0.203,90,134,28.7,12.7,18,161,C
22,0,166.5,67,0.222,72,133,37.8,17.2,63,237,A
34,0,171.7,81.1,0.241,77,126,40,10.3,38,236,C
61,1,153.8,52.3,0.28,80,124,27.7,17.4,18,124,B
58,0,163,57.5,0.09963,94,138,39.5,22.9,48,180,A
47,0,167.1,74.6,0.222,98,140,44,12.7,46,192,B
59,1,157,50.7,0.364,85,154,25.9,18.9,20,155,B
25,0,171.4,69,0.183,99,130,40,10.9,50,239,B
24,1,177.4,62.7,0.234,86,139,30.8,21.5,49,213,A
59,1,159,58.4,0.328,90,148,24.8,25,12,127,C
29,0,178.9,83.1,0.138,81,148,52.9,21.2,55,254,A
22,0,178.4,86.8,0.244,79,152,44.7,-6.9,38,233,D
37,0,171.5,89.2,0.302,83,145,47.6,11.8,36,199,D
62,1,161.9,61.6,0.314,82,132,24.4,20.5,15,98,D
32,1,164.8,69.6,0.332,91,142,29.4,15.5,28,174,D
51,0,171.5,68.8,0.243,68,103,29.5,-2,20,175,D
41,0,179.7,72.2,0.186,97,145,46.8,14.9,45,245,B
23,0,172.3,80.2,0.233,90,130,55.2,21.6,54,219,C
52,1,152.8,46.2,0.2,61,109,24.5,27,29,165,A
24,1,167.6,71.9,0.29,65,129,42.6,24.5,44,178,A
22,0,175.8,69.66,0.133,70,127,44.8,18.7,52,262,B
25,1,161.6,45.4,0.279,64,123,24.3,21.3,60,179,A
39,1,158.5,53.6,0.264,74,116,21.3,25.9,31,171,A
28,0,175.4,60.6,0.135,76,123,44.4,17.5,53,227,A
21,0,179.6,89.4,0.135,85,158,57.9,29.4,59,270,A
63,0,163.2,56.8,0.225,94,158,31.7,9.4,30,178,B
62,1,157.2,50.4,0.267,83,140,29.4,19.8,18,159,A
64,0,169.8,66.9,0.211,83,146,36,15.6,34,175,A
29,0,173.9,75.1,0.161,90,159,55.3,16,47,245,B
62,1,152.5,60.1,0.349,83,150,23.1,17.7,13,127,B
29,0,171.4,75.88,0.273,88,146,39.7,23.8,45,201,D
30,0,172.5,67.4,0.127,85,130,45.8,16.6,54,255,B
22,0,171.2,67.1,0.136,69,141,52.1,16.2,72,275,A
61,1,153.8,50,0.273,65,124,24.7,13.8,23,125,C
23,0,185.7,108.9,0.292,97,151,46.6,6.2,35,208,D
54,1,159.1,64.22,0.369,75,131,24.6,19.8,5,133,D
61,1,154.4,52.3,0.317,76,155,23.2,18.2,18,133,B
60,1,157.7,60.3,0.338,99,138,19.3,18.3,22,110,D
63,1,154.5,64.5,0.445,100,158,25.6,16.7,12,108,B
40,1,158,53.8,0.258,78,115,28.6,17,29,170,B
54,0,167.1,64.6,0.191,72,139,37.5,14,46,201,B
27,0,179,72.52,0.114,85,132,50.9,15.9,53,252,A
39,0,176,67.9,0.181,93,141,41.7,5.5,35,237,C
52,1,161.8,69.3,0.493,66,123,23.9,0.1,21,101,D
22,1,159.9,59.8,0.235,85,127,33.5,22,46,188,A
25,0,176.6,70.8,0.088,74,121,36.3,17,55,248,C
40,0,178.9,73.8,0.115,70,110,45,13.4,34,194,C
29,0,174.3,75.5,0.094,71,142,43.4,20.8,60,256,B
43,0,161.8,68.4,0.243,95,145,41.8,13.5,46,197,B
26,1,166,66.1,0.267,74,141,32.7,14.1,44,172,B
26,1,164.9,59.5,0.256,75,123,32.9,16.7,44,198,B
32,1,157.6,49.44,0.223,74,120,32.4,15.5,40,125,B
24,0,177.3,70.8,0.188,70,142,38.6,7,56,196,C
55,1,154.7,54.9,0.333,86,149,18.3,23.5,19,139,D
32,0,183.9,87.6,0.293,96,146,46.6,10.4,36,201,D
44,0,173.8,76.6,0.199,88,157,34.9,10,42,214,C
54,1,153.4,62.6,0.319,70,158,27.7,18,26,164,B
26,0,176.5,70.3,0.223,66,112,44,27,45,206,C
63,1,158.4,76.4,0.398,72,111,20.2,28.5,10,105,D
43,1,153.2,51.7,0.272,62,113,26.7,15.6,31,160,B
61,1,150.7,50.2,0.275,71,129,22.9,19.6,8,122,C
52,0,178.1,76.5,0.211,80,117,52,15.4,38,200,A
25,0,172.9,69.7,0.194,90,115,45.7,14.3,31,211,D
27,1,165.8,64.1,0.323,83,122,27.6,21.7,52,172,B
26,0,178.5,81.2,0.139,90,140,48.7,17.5,49,234,B
21,1,171,64.26,0.247,74,122,24.5,14.9,44,186,C
28,0,175.5,80,0.141,64,122,50.1,19.2,57,254,B
21,0,169.7,69.7,0.221,76,134,32.4,19.4,57,231,D
61,1,154.3,41.4,0.23,65,121,25.8,23,21,123,A
21,0,167.4,74.9,0.164,77,139,44.9,21.6,63,252,A
21,1,163.3,54.1,0.243,71,123,28,30.8,47,199,A
27,0,182.3,83.2,0.181,84,145,41.9,11.3,47,237,B
21,0,174.9,70.3,0.206,61,105,45.8,8,45,210,C
27,1,166.5,58.5,0.197,79,125,31.4,22,32,150,B
32,1,162.7,54.7,0.285,96,144,24.8,12,34,146,C
22,1,155.1,59.9,0.295,72,116,30.5,21.8,54,177,A
48,1,157,59.3,0.377,98,152,18.8,15,2,134,D
58,1,160.6,55.8,0.286,73,119,20.3,20.3,25,147,B
32,0,172.8,77.3,0.207,95,155,46,22.6,47,229,B
62,0,172,65.2,0.197,99,181,32,2,38,187,D
56,0,168.6,73.8,0.257,75,130,43.7,16.9,51,213,B
60,0,171,77.3,0.197,93,156,46.2,22.2,33,193,A
31,1,168,58.9,0.274,76,118,28.7,21.1,36,175,A
28,0,180.6,70.3,0.193,60,124,42.6,12,45,240,B
24,0,181.4,88.8,0.175,86,140,45.8,7.2,44,247,C
27,0,174.3,66.2,0.087,97,154,42.1,16.3,67,256,A
36,0,174.5,76.8,0.254,77,117,38.6,6.2,51,219,D
63,0,168.4,61.5,0.192,87,157,35.9,14.6,26,163,B
23,0,173.3,90.4,0.294,75,148,34.2,3.6,43,179,D
51,0,169.4,72.6,0.237,99,152,38,15.7,36,189,D
24,1,164.1,49.38,0.191,69,112,28.5,21.1,46,171,A
25,1,157.6,59.8,0.326,60,105,27.2,19.1,51,170,B
22,1,167.9,53.9,0.229,69,96,36.9,22.9,47,190,C
41,1,156.3,52.7,0.312,63,101,20.7,26.8,40,149,B
22,0,176,79.6,0.255,100,156,51.7,19.3,56,277,A
40,1,166,58.5,0.258,83,123,31,22,33,156,A
36,0,173,73.9,0.169,71,109,50,21,60,240,A
59,0,175,70.6,0.192,91,150,40.6,12.2,30,179,C
32,0,175,65.5,0.179,94,129,42.2,18.3,52,245,A
64,0,167.7,73.8,0.297,81,136,39.5,6.4,30,185,D
41,0,168.3,63.3,0.147,73,115,45.3,17,44,215,A
26,0,180.6,80.1,0.079,72,134,57.3,21,51,261,A
23,1,160.6,58.3,0.293,69,124,33.4,20.9,39,175,A
63,1,153.5,58.16,0.38,64,149,23.1,-2.1,11,98,D
58,1,154.8,57.36,0.278,95,148,22.7,18.5,26,128,B
40,0,178.9,76.9,0.195,68,119,43,16.2,49,232,A
39,0,180.9,79.7,0.178,70,132,41.5,16.1,43,227,C
29,1,161.1,73.52,0.393,74,125,27.7,20.5,30,178,D
60,0,174.5,75.1,0.256,74,123,36.8,11.8,32,174,B
44,0,172.7,82.7,0.298,77,131,46.5,-11,30,215,D
30,1,166.3,55.2,0.242,70,116,27.2,19.1,47,173,A
57,1,153.5,52.9,0.301,66,102,21.5,20.6,31,124,B
46,1,162.3,60.3,0.281,79,125,17.6,17.4,21,142,C
54,0,160.4,57.1,0.157,82,121,45,24,55,208,A
21,1,160.3,48.7,0.267,70,107,27.3,18.8,32,175,B
25,0,176.3,80,0.29,99,150,44.1,-0.9,32,175,D
27,1,154.7,46.8,0.284,66,121,22.3,7.5,15,150,D
53,1,158.4,51.7,0.227,70,110,24.5,20.4,30,155,A
21,0,183.1,82.8,0.212,70,115,52.3,18.2,55,254,C
27,0,170.3,73.1,0.184,74,123,41.6,0.8,44,208,D
27,0,148,66.3,0.107,84,122,43.5,22,56,250,A
47,1,155.6,66.8,0.361,97,142,26.6,-1.3,18,143,D
35,0,182.2,82,0.259,75,124,50.8,-5,45,184,D
64,0,167.8,64.2,0.2,96,158,42.6,18.6,28,180,B
62,0,170.2,59.9,0.173,60,111,32.9,16.2,29,145,B
30,0,175.5,75.1,0.216,87,118,44.3,19.8,45,228,B
56,0,179.9,84.2,0.247,91,135,48.7,17.3,37,198,A
25,0,175.1,64.8,0.069,65,118,42,19.8,49,252,B
22,0,175,82.3,0.266,80,142,40.2,8.6,55,207,D
26,0,179.3,84.3,0.193,87,150,45.9,9.8,52,211,C
59,1,161.9,56.1,0.229,71,133,32.8,23.7,32,147,A
38,0,168.3,64.68,0.241,93,152,41.6,7.8,39,208,C
25,0,167,88,0.268,65,117,45.7,8.4,40,198,D
30,1,160.8,63.3,0.355,78,126,33.7,21.7,36,161,A
37,0,180.9,87,0.242,64,120,48.2,16.6,51,233,C
22,1,160.5,53.6,0.325,60,99,22.9,18,32,130,B
40,1,162.7,55.5,0.29,64,112,28.4,29.4,37,134,C
62,0,174.9,71.9,0.231,87,150,36.4,-15.1,20,162,D
51,0,165.9,59.9,0.167,60,111,35,18,41,181,A
56,1,164,71.4,0.377,62,104,26.7,24.1,16,102,B
62,1,150,50.7,0.393,89,150,20.4,17,14,123,B
50,1,158.5,66.7,0.305,87,158,24.7,14.8,15,142,C
31,1,159.1,45.5,0.222,72,111,18.6,18.3,37,151,C
57,0,173.7,67.7,0.194,93,158,40.7,16.3,36,220,B
23,0,177.8,61.7,0.12,71,117,41.9,11.3,44,227,C
28,0,178.3,73.5,0.127,91,147,37.4,16.9,55,258,A
44,1,165.8,62,0.246,60,105,28.3,14.8,21,142,C
31,1,169.6,51.3,0.194,80,126,29.1,14.2,29,176,B
21,0,163.8,61.18,0.221,79,125,39.4,12.2,46,200,C
24,0,172.2,65.8,0.13,52,121,36.7,18,46,233,C
22,1,166.8,63,0.257,62,100,30.5,24.7,45,188,C
27,0,182,83.9,0.178,78,144,56.1,14,56,240,C
33,1,169.2,67.3,0.312,70,122,25,19.6,40,155,B
23,0,169.7,71.68,0.297,87,134,37.5,22.2,30,198,D
36,0,180.8,79.3,0.196,72,147,55,21.4,50,227,A
47,0,165.1,60.9,0.148,99,147,43,20.4,47,200,A
43,1,158.4,50.9,0.254,64,104,22.4,16.4,31,143,B
52,0,153.5,48.9,0.248,88,153,24.7,-7.1,31,140,D
39,1,161.4,63.1,0.328,63,100,34.1,5.5,12,148,D
27,0,176.1,91.8,0.35,82,140,40.5,-17.3,32,181,D
46,0,171.2,60,0.153,71,122,42.9,13.5,49,188,B
45,0,175.1,71.7,0.197,82,129,46.6,14.8,41,206,B
30,1,164.4,52.7,0.199,88,120,27.1,29.3,42,183,A
21,0,168.3,72.7,0.201,90,133,48.1,13.1,44,218,C
46,0,164.4,63.6,0.234,70,115,36,42,42,210,A
31,1,161.4,53.8,0.263,64,99,24.5,22.7,58,148,C
22,1,163.5,60.4,0.34,80,125,22.4,10.6,38,173,C
35,1,160.2,57.2,0.301,92,143,27.5,21,44,150,A
27,0,165.5,59.3,0.122,70,127,40.9,16.1,39,229,C
29,0,176.4,66.2,0.204,64,117,44.1,6.2,43,211,C
28,0,173.9,73.74,0.157,71,139,48.7,9.1,48,234,C
60,1,153.2,50.8,0.277,77,144,14.3,21.7,23,119,C
25,1,153.4,51.1,0.239,60,110,27,23.9,39,179,A
25,0,163.1,64.4,0.117,85,155,41.1,23.7,60,260,A
31,1,161.5,63.9,0.255,76,119,30,31.4,39,177,A
21,0,174.4,55.4,0.118,97,132,33.5,13.8,39,210,D
36,0,174.3,79.9,0.211,81,104,51.6,3,50,180,D
58,1,154.9,59.4,0.323,79,118,19.4,14.6,13,120,C
54,0,175.2,71.6,0.235,99,150,43,15,31,183,C
21,0,176.8,67.78,0.131,75,147,30.9,21.8,60,230,D
42,0,168.9,69.9,0.232,81,158,48.7,15.8,33,225,C
25,1,168.8,62.1,0.225,62,115,28.8,23.8,41,196,A
24,1,168.1,55.1,0.272,70,115,26.1,22.5,28,157,C
23,1,159.1,69.88,0.323,65,109,27.9,20.1,41,169,B
51,0,182.7,73.4,0.146,76,129,45.2,16.7,47,228,B
50,0,156.7,56.1,0.2,99,156,37.1,21.2,55,208,A
23,0,179.1,68.4,0.189,98,139,42.9,7.1,46,217,C
32,0,171.1,75.2,0.224,85,119,48.9,16.6,54,238,D
31,0,166.8,66,0.271,79,130,32.7,2.1,32,183,D
24,1,167.2,70,0.353,54,103,23.3,-0.5,22,120,D
60,0,172.4,80.2,0.257,71,137,41.6,7.7,30,169,B
45,1,158.1,62.9,0.354,95,138,22.7,23.4,17,86,D
58,0,177.8,79.2,0.196,77,123,49,13,48,202,B
28,0,185.1,83,0.172,85,154,52.4,13.8,45,214,B
62,1,144.9,47.9,0.366,93,159,15.4,11.5,5,91,D
30,0,172.5,73,0.169,88,154,44.5,25.1,63,226,A
21,1,165.5,60.9,0.296,68,116,29.7,19.8,51,180,A
33,0,169.1,66.1,0.186,65,123,43.4,10.3,48,235,B
35,0,176.9,67.8,0.114,98,151,43.5,19.2,46,216,A
44,0,174.6,75,0.185,80,142,48,12,38,218,B
27,1,159.8,54.8,0.244,55,104,27.5,22.7,38,191,A
50,0,178.2,94.72,0.306,87,137,35.8,-5.9,30,184,D
50,0,166,66.2,0.235,78,124,40.6,17.3,47,202,A
36,1,168,54.1,0.252,80,120,19.6,14.7,22,154,C
27,0,169.5,56.52,0.166,88,127,35.3,-0.3,38,202,D
46,0,177.7,72.2,0.174,80,117,47.8,15.7,45,215,A
23,1,159.1,46.72,0.228,78,120,28.5,20.6,48,163,B
62,0,172.4,74.9,0.255,78,153,39.1,-4.7,10,141,D
21,1,156.1,52.5,0.319,87,125,18.4,20.2,39,182,C
21,0,178.5,69.3,0.143,81,137,40.8,18.1,54,232,B
41,0,172.9,72.4,0.21,79,138,48,-8.3,51,215,D
36,0,172.1,77,0.18,69,135,38.7,13.6,50,243,B
24,0,170.9,71.8,0.203,78,143,42.7,18.2,45,218,C
23,0,180.3,57.8,0.098,77,135,39.7,7.8,46,221,C
21,0,175.6,72.8,0.154,65,122,44.4,26.3,68,257,B
57,1,153.6,50.84,0.253,76,118,27.1,20.7,13,128,C
64,1,163.6,54.1,0.266,67,140,28.6,17.5,13,105,B
46,0,166.8,92,0.355,71,124,37.6,-6,31,155,D
23,1,162.7,54.4,0.269,73,122,31.5,24.4,48,140,A
54,1,163.6,61,0.334,65,116,23.2,13.1,19,116,C
26,0,173.3,77.4,0.173,83,118,52.1,21.8,58,261,A
35,1,156.8,55.3,0.244,65,118,29.7,10.5,40,194,C
28,0,174.4,86.3,0.178,67,135,49.4,6.8,45,220,C
55,0,172.4,68.5,0.184,76,141,46,18.5,28,192,C
45,0,165.9,70.3,0.221,84,143,49.9,19.4,58,230,A
62,1,156.5,61.3,0.402,87,136,27.5,18.5,11,119,D
25,0,173.7,77.5,0.144,83,131,49.8,20.3,56,258,B
53,0,175.9,84.66,0.247,88,154,45.7,8.9,25,185,D
31,0,172,78.5,0.171,80,130,51.3,15.3,60,250,C
28,0,167.9,62.1,0.14,62,110,45.3,19,55,238,B
31,0,185.6,84.4,0.158,70,129,50,12.6,49,228,B
60,0,162.7,79.7,0.326,88,134,26.8,7.7,24,167,D
35,0,179.2,75,0.228,97,148,45.3,12,60,228,B
21,0,177.9,69,0.152,66,129,42.7,-3.5,45,185,D
63,0,170.6,78.26,0.221,86,143,46.5,7.9,40,211,B
37,0,171.9,67.4,0.208,88,153,44,27,44,211,B
38,0,174.2,59,0.081,91,133,48,13.2,38,246,C
21,0,172,74.9,0.266,70,105,35.9,0.9,38,191,D
49,0,170.9,75.8,0.283,91,135,28.9,-5.6,29,167,D
25,0,172,74,0.2,72,143,51.4,12.2,47,230,B
42,0,169.3,65.1,0.208,81,122,42,25.3,49,219,A
40,0,181.8,80.8,0.221,94,134,54.9,14.1,58,197,C
62,1,158.7,59.3,0.342,78,143,30.5,24.6,20,160,A
56,1,158,67.2,0.363,89,136,27.1,16.9,15,138,D
31,0,179.1,71.9,0.153482,92,123,47.1,11.7,54,242,B
38,1,149.1,60.96,0.404,66,106,22.5,8.7,7,139,D
30,1,168.3,58,0.229,58,106,30.9,18.2,52,190,A
50,0,173,71.7,0.198,76,124,42.7,8,33,226,C
37,0,179.5,103.7,0.241,91,131,40.9,7,32,217,D
29,0,172.6,66.2,0.13,91,136,46.7,20.8,49,254,B
30,1,163.2,53.8,0.254,84,117,22.2,13.1,30,134,C
55,1,156.9,59.2,0.34,75,140,18.4,25.3,25,119,B
24,1,156.7,56.8,0.335,85,129,25.1,22.2,46,190,A
27,0,174,72.7,0.247,83,141,40.3,20.1,56,220,C
31,1,160,54.9,0.261,80,120,33.2,19.3,56,210,A
26,1,157.5,50.5,0.302,68,112,23.8,17,55,139,B
63,1,154.3,45.6,0.179,70,120,19.3,13.6,7,129,C
64,1,153.5,55,0.263,81,139,23.3,12.3,19,125,C
50,1,161.2,52.1,0.251,61,112,27,21.7,24,145,A
37,1,161,62.7,0.297,80,123,24.8,31.2,15,128,D
56,0,170.8,55.8,0.127,79,133,41.3,21.6,31,202,B
25,0,173,69.5,0.14,80,130,55.1,12.5,38,180,C
34,1,170.3,58.2,0.218,62,118,29.9,28.5,44,195,A
23,1,173.3,57.8,0.269,65,109,25.4,22.8,46,176,C
51,1,159.6,74.6,0.448,81,130,26.6,20.7,13,114,D
45,0,177.1,75.8,0.225,84,145,45.2,19.4,39,194,B
56,0,174.4,72.5,0.207,98,151,34.1,18.5,30,176,B
25,1,160,48.2,0.258,74,131,22.7,24.4,52,162,A
59,0,167,64.9,0.187,83,134,37.5,9,38,176,B
25,0,176.8,74.74,0.192,73,133,46.8,23.4,55,234,A
31,0,168,64.7,0.182,73,115,44.9,22.4,51,247,A
41,0,170.9,79.2,0.242,98,144,47.4,4,28,199,D
58,0,171.5,86.1,0.287,94,142,42,11.7,10,163,D
31,0,179.6,76.9,0.171,88,152,52.7,23.2,54,235,A
26,0,172.7,77.1,0.211,83,123,44.4,16.4,60,257,B
25,0,172.1,66.5,0.222,72,119,35.1,-14.8,27,190,D
26,1,165.9,59.3,0.254,74,123,29.4,26.8,44,211,A
