Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,Rating
272-65-1806,A,Yangon,Normal,Male,Electronic accessories,60.88,9,27.396,575.316,1/15/2019,17:17,Ewallet,4.7
369-82-2676,B,Mandalay,Normal,Male,Electronic accessories,75.66,5,18.915,397.215,1/15/2019,18:22,Ewallet,7.8
660-29-7083,C,Naypyitaw,Normal,Male,Electronic accessories,55.87,10,27.935,586.635,1/15/2019,15:01,Cash,5.8
437-58-8131,B,Mandalay,Normal,Female,Fashion accessories,73.52,2,7.352,154.392,1/15/2019,13:41,Ewallet,4.6
450-28-2866,C,Naypyitaw,Member,Male,Food and beverages,17.44,5,4.36,91.56,1/15/2019,19:25,Cash,8.1
589-02-8023,A,Yangon,Member,Male,Food and beverages,83.77,2,8.377,175.917,1/15/2019,10:54,Credit card,7
188-55-0967,B,Mandalay,Member,Female,Health and beauty,66.47,10,33.235,697.935,1/15/2019,15:01,Credit card,5
314-23-4520,C,Naypyitaw,Member,Female,Health and beauty,81.23,7,28.4305,597.0405,1/15/2019,20:44,Cash,9
138-17-5109,A,Yangon,Member,Female,Home and lifestyle,89.21,9,40.1445,843.0345,1/15/2019,15:42,Credit card,6.5
744-16-7898,B,Mandalay,Normal,Female,Home and lifestyle,97.37,10,48.685,1022.385,1/15/2019,13:48,Credit card,4.9
886-54-6089,A,Yangon,Normal,Female,Home and lifestyle,11.43,6,3.429,72.009,1/15/2019,17:24,Cash,7.7
299-46-1805,B,Mandalay,Member,Male,Sports and travel,93.72,6,28.116,590.436,1/15/2019,16:19,Cash,4.5
301-11-9629,A,Yangon,Normal,Male,Sports and travel,19.1,7,6.685,140.385,1/15/2019,10:43,Cash,9.7
286-62-6248,B,Mandalay,Normal,Female,Fashion accessories,39.21,4,7.842,164.682,1/16/2019,20:03,Credit card,9
659-65-8956,B,Mandalay,Member,Female,Fashion accessories,51.36,1,2.568,53.928,1/16/2019,15:26,Ewallet,5.2
372-62-5264,C,Naypyitaw,Normal,Female,Food and beverages,52.6,9,23.67,497.07,1/16/2019,14:42,Cash,7.6
677-11-0152,C,Naypyitaw,Normal,Female,Food and beverages,93.26,9,41.967,881.307,1/16/2019,18:08,Cash,8.8
234-65-2137,C,Naypyitaw,Normal,Male,Home and lifestyle,95.58,10,47.79,1003.59,1/16/2019,13:32,Cash,4.8
648-83-1321,A,Yangon,Member,Male,Home and lifestyle,63.56,10,31.78,667.38,1/16/2019,17:59,Cash,4.3
347-72-6115,B,Mandalay,Member,Male,Sports and travel,90.74,7,31.759,666.939,1/16/2019,18:03,Credit card,6.2
618-34-8551,A,Yangon,Normal,Male,Sports and travel,93.18,2,9.318,195.678,1/16/2019,18:41,Credit card,8.5
842-29-4695,C,Naypyitaw,Member,Male,Sports and travel,17.14,7,5.999,125.979,1/16/2019,12:07,Credit card,7.9
859-71-0933,C,Naypyitaw,Member,Male,Sports and travel,15.49,2,1.549,32.529,1/16/2019,15:10,Cash,6.3
200-16-5952,C,Naypyitaw,Member,Male,Food and beverages,65.65,2,6.565,137.865,1/17/2019,16:46,Cash,6
349-97-8902,B,Mandalay,Member,Male,Food and beverages,57.89,2,5.789,121.569,1/17/2019,10:37,Ewallet,8.9
698-98-5964,A,Yangon,Normal,Female,Food and beverages,81.21,10,40.605,852.705,1/17/2019,13:01,Credit card,6.3
101-81-4070,C,Naypyitaw,Member,Female,Health and beauty,62.82,2,6.282,131.922,1/17/2019,12:36,Ewallet,4.9
280-35-5823,B,Mandalay,Member,Female,Home and lifestyle,86.72,1,4.336,91.056,1/17/2019,18:45,Ewallet,7.9
670-79-6321,B,Mandalay,Member,Female,Home and lifestyle,94.59,7,33.1065,695.2365,1/17/2019,15:27,Credit card,4.9
746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,21.52,6,6.456,135.576,1/17/2019,12:48,Credit card,9.4
445-30-9252,A,Yangon,Normal,Male,Sports and travel,25.7,3,3.855,80.955,1/17/2019,17:59,Ewallet,6.1
497-37-6538,A,Yangon,Normal,Male,Sports and travel,58.91,7,20.6185,432.9885,1/17/2019,15:15,Ewallet,9.7
600-38-9738,C,Naypyitaw,Member,Male,Sports and travel,71.92,5,17.98,377.58,1/17/2019,15:05,Credit card,4.3
679-22-6530,B,Mandalay,Normal,Male,Sports and travel,40.62,2,4.062,85.302,1/17/2019,10:01,Credit card,4.1
700-81-1757,A,Yangon,Normal,Male,Electronic accessories,26.31,5,6.5775,138.1275,1/18/2019,20:59,Credit card,8.8
562-12-5430,A,Yangon,Member,Female,Fashion accessories,88.15,3,13.2225,277.6725,1/18/2019,10:11,Ewallet,7.9
781-84-8059,C,Naypyitaw,Normal,Female,Fashion accessories,60.74,7,21.259,446.439,1/18/2019,16:23,Ewallet,5
821-14-9046,B,Mandalay,Member,Female,Fashion accessories,17.48,6,5.244,110.124,1/18/2019,15:04,Credit card,6.1
414-12-7047,B,Mandalay,Normal,Male,Food and beverages,19.79,8,7.916,166.236,1/18/2019,12:04,Ewallet,8.7
622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1.971,41.391,1/18/2019,15:08,Cash,8.4
706-36-6154,A,Yangon,Member,Male,Home and lifestyle,19.36,9,8.712,182.952,1/18/2019,18:43,Ewallet,8.7
166-19-2553,A,Yangon,Member,Male,Sports and travel,89.06,6,26.718,561.078,1/18/2019,17:26,Cash,9.9
678-79-0726,C,Naypyitaw,Member,Male,Sports and travel,90.63,9,40.7835,856.4535,1/18/2019,15:28,Cash,5.1
151-27-8496,C,Naypyitaw,Normal,Male,Electronic accessories,56.13,4,11.226,235.746,1/19/2019,11:43,Ewallet,8.6
482-17-1179,A,Yangon,Member,Male,Electronic accessories,11.94,3,1.791,37.611,1/19/2019,12:47,Credit card,8.1
608-27-6295,B,Mandalay,Member,Male,Electronic accessories,52.89,6,15.867,333.207,1/19/2019,17:34,Credit card,9.8
761-49-0439,B,Mandalay,Member,Male,Electronic accessories,12.1,8,4.84,101.64,1/19/2019,10:17,Ewallet,8.6
125-45-2293,A,Yangon,Normal,Female,Fashion accessories,99.1,6,29.73,624.33,1/19/2019,13:11,Cash,4.2
728-47-9078,C,Naypyitaw,Member,Male,Food and beverages,59.59,4,11.918,250.278,1/19/2019,12:46,Cash,9.8
796-32-9050,A,Yangon,Normal,Male,Food and beverages,51.28,6,15.384,323.064,1/19/2019,16:31,Cash,6.5
832-51-6761,A,Yangon,Normal,Male,Food and beverages,33.88,8,13.552,284.592,1/19/2019,20:29,Ewallet,9.6
894-41-5205,C,Naypyitaw,Normal,Female,Food and beverages,43.18,8,17.272,362.712,1/19/2019,19:39,Credit card,8.3
645-44-1170,A,Yangon,Member,Male,Home and lifestyle,58.07,9,26.1315,548.7615,1/19/2019,20:07,Ewallet,4.3
779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,4.4305,93.0405,1/19/2019,10:21,Cash,7.7
809-69-9497,A,Yangon,Normal,Female,Home and lifestyle,45.68,10,22.84,479.64,1/19/2019,19:30,Ewallet,5.7
149-61-1929,A,Yangon,Normal,Male,Sports and travel,64.19,10,32.095,673.995,1/19/2019,14:08,Credit card,6.7
284-54-4231,C,Naypyitaw,Member,Male,Sports and travel,80.93,1,4.0465,84.9765,1/19/2019,16:08,Credit card,9
375-72-3056,B,Mandalay,Normal,Male,Sports and travel,63.06,3,9.459,198.639,1/19/2019,15:58,Ewallet,7
882-40-4577,A,Yangon,Member,Male,Sports and travel,67.26,4,13.452,282.492,1/19/2019,15:28,Credit card,8
410-67-1709,A,Yangon,Member,Female,Fashion accessories,63.88,8,25.552,536.592,1/20/2019,17:48,Ewallet,9.9
760-27-5490,C,Naypyitaw,Normal,Female,Fashion accessories,15.62,8,6.248,131.208,1/20/2019,20:37,Ewallet,9.1
458-10-8612,C,Naypyitaw,Normal,Female,Health and beauty,64.08,7,22.428,470.988,1/20/2019,12:27,Ewallet,7.6
787-87-2010,A,Yangon,Member,Female,Health and beauty,55.5,4,11.1,233.1,1/20/2019,15:48,Credit card,6.6
356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle,37.48,3,5.622,118.062,1/20/2019,13:45,Credit card,7.7
378-24-2715,B,Mandalay,Normal,Male,Home and lifestyle,53.44,2,5.344,112.224,1/20/2019,20:38,Ewallet,4.1
725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,1/20/2019,10:13,Cash,4.7
817-48-8732,A,Yangon,Member,Female,Home and lifestyle,72.35,10,36.175,759.675,1/20/2019,15:55,Cash,5.4
257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,82.93,4,16.586,348.306,1/20/2019,16:51,Ewallet,9.6
645-78-8093,A,Yangon,Normal,Male,Sports and travel,93.14,2,9.314,195.594,1/20/2019,18:09,Ewallet,4.1
162-65-8559,C,Naypyitaw,Member,Male,Food and beverages,68.98,1,3.449,72.429,1/21/2019,20:13,Cash,4.8
316-68-6352,A,Yangon,Member,Female,Food and beverages,36.36,2,3.636,76.356,1/21/2019,10:00,Cash,7.1
329-62-1586,A,Yangon,Normal,Male,Food and beverages,54.67,3,8.2005,172.2105,1/21/2019,18:00,Credit card,8.6
269-10-8440,A,Yangon,Member,Female,Health and beauty,53.17,7,18.6095,390.7995,1/21/2019,18:01,Cash,8.9
870-72-4431,C,Naypyitaw,Normal,Female,Health and beauty,99.19,6,29.757,624.897,1/21/2019,14:42,Credit card,5.5
239-10-7476,A,Yangon,Normal,Female,Home and lifestyle,77.95,6,23.385,491.085,1/21/2019,16:37,Ewallet,8
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.22,6,21.966,461.286,1/21/2019,17:44,Cash,7.2
401-18-8016,B,Mandalay,Member,Male,Sports and travel,98.13,1,4.9065,103.0365,1/21/2019,17:36,Cash,8.9
120-54-2248,B,Mandalay,Normal,Female,Food and beverages,28.86,5,7.215,151.515,1/22/2019,18:08,Credit card,8
186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,81.51,1,4.0755,85.5855,1/22/2019,10:57,Ewallet,9.2
563-47-4072,B,Mandalay,Normal,Female,Health and beauty,55.81,6,16.743,351.603,1/22/2019,11:52,Cash,9.9
756-01-7507,C,Naypyitaw,Normal,Female,Health and beauty,20.38,5,5.095,106.995,1/22/2019,18:56,Cash,6
287-21-9091,A,Yangon,Normal,Male,Home and lifestyle,74.67,9,33.6015,705.6315,1/22/2019,10:55,Ewallet,9.4
460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,30.68,3,4.602,96.642,1/22/2019,11:00,Ewallet,9.1
521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,9.8475,206.7975,1/22/2019,20:46,Credit card,8.7
213-32-1216,A,Yangon,Normal,Male,Electronic accessories,66.06,6,19.818,416.178,1/23/2019,10:28,Cash,7.3
219-61-4139,C,Naypyitaw,Normal,Male,Electronic accessories,83.08,1,4.154,87.234,1/23/2019,17:16,Ewallet,6.4
740-22-2500,C,Naypyitaw,Normal,Male,Electronic accessories,84.05,3,12.6075,264.7575,1/23/2019,13:29,Cash,9.8
318-12-0304,A,Yangon,Normal,Female,Fashion accessories,30.61,1,1.5305,32.1405,1/23/2019,12:20,Ewallet,5.2
477-59-2456,C,Naypyitaw,Normal,Female,Fashion accessories,45.44,7,15.904,333.984,1/23/2019,11:15,Cash,9.2
604-70-6476,A,Yangon,Member,Female,Fashion accessories,17.94,5,4.485,94.185,1/23/2019,14:04,Ewallet,6.8
316-66-3011,A,Yangon,Member,Female,Food and beverages,47.63,9,21.4335,450.1035,1/23/2019,12:35,Cash,5
434-83-9547,C,Naypyitaw,Member,Male,Food and beverages,38.47,8,15.388,323.148,1/23/2019,11:51,Cash,7.7
480-63-2856,C,Naypyitaw,Normal,Male,Food and beverages,19.25,8,7.7,161.7,1/23/2019,18:37,Ewallet,6.6
828-46-6863,A,Yangon,Member,Male,Food and beverages,98.53,6,29.559,620.739,1/23/2019,11:22,Credit card,4
148-41-7930,C,Naypyitaw,Normal,Female,Health and beauty,99.96,7,34.986,734.706,1/23/2019,10:33,Cash,6.1
160-22-2687,A,Yangon,Member,Female,Health and beauty,95.95,5,23.9875,503.7375,1/23/2019,14:21,Ewallet,8.8
790-38-4466,C,Naypyitaw,Normal,Female,Health and beauty,10.99,5,2.7475,57.6975,1/23/2019,10:18,Credit card,9.3
809-46-1866,A,Yangon,Normal,Female,Health and beauty,58.15,4,11.63,244.23,1/23/2019,17:44,Cash,8.4
565-80-5980,C,Naypyitaw,Member,Female,Home and lifestyle,47.38,4,9.476,198.996,1/23/2019,10:25,Cash,7.1
767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,25.131,527.751,1/23/2019,12:10,Ewallet,5.4
731-81-9469,C,Naypyitaw,Member,Male,Sports and travel,89.8,10,44.9,942.9,1/23/2019,13:00,Credit card,5.4
139-20-0155,B,Mandalay,Member,Male,Electronic accessories,40.3,10,20.15,423.15,1/24/2019,17:37,Credit card,7
237-44-6163,A,Yangon,Normal,Male,Electronic accessories,10.56,8,4.224,88.704,1/24/2019,17:43,Cash,7.6
438-23-1242,B,Mandalay,Normal,Male,Electronic accessories,75.88,7,26.558,557.718,1/24/2019,10:38,Ewallet,8.9
778-34-2523,A,Yangon,Member,Male,Electronic accessories,48.62,8,19.448,408.408,1/24/2019,10:57,Cash,5
435-13-4908,A,Yangon,Member,Female,Fashion accessories,86.68,8,34.672,728.112,1/24/2019,18:04,Credit card,7.2
789-23-8625,B,Mandalay,Member,Female,Fashion accessories,93.22,3,13.983,293.643,1/24/2019,11:45,Cash,7.2
726-27-2396,A,Yangon,Normal,Female,Health and beauty,77.5,5,19.375,406.875,1/24/2019,20:36,Ewallet,4.3
235-06-8510,C,Naypyitaw,Member,Male,Home and lifestyle,85.72,3,12.858,270.018,1/24/2019,20:59,Ewallet,5.1
443-60-9639,C,Naypyitaw,Member,Female,Home and lifestyle,60.87,1,3.0435,63.9135,1/24/2019,13:24,Cash,5.5
775-72-1988,B,Mandalay,Normal,Male,Home and lifestyle,73.28,5,18.32,384.72,1/24/2019,15:05,Ewallet,8.4
232-11-3025,A,Yangon,Normal,Male,Sports and travel,78.77,10,39.385,827.085,1/24/2019,10:04,Cash,6.4
510-79-0415,B,Mandalay,Member,Male,Sports and travel,23.08,6,6.924,145.404,1/24/2019,19:20,Ewallet,4.9
602-16-6955,B,Mandalay,Normal,Male,Sports and travel,76.6,10,38.3,804.3,1/24/2019,18:10,Ewallet,6
888-02-0338,A,Yangon,Normal,Male,Electronic accessories,26.23,9,11.8035,247.8735,1/25/2019,20:24,Ewallet,5.9
191-10-6171,B,Mandalay,Normal,Female,Fashion accessories,39.62,7,13.867,291.207,1/25/2019,13:18,Cash,7.5
261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,1/25/2019,19:39,Credit card,4.9
288-38-3758,C,Naypyitaw,Member,Female,Fashion accessories,84.87,3,12.7305,267.3405,1/25/2019,18:30,Ewallet,7.4
778-71-5554,C,Naypyitaw,Member,Female,Fashion accessories,15.43,1,0.7715,16.2015,1/25/2019,15:46,Credit card,6.1
843-73-4724,A,Yangon,Normal,Female,Fashion accessories,74.1,1,3.705,77.805,1/25/2019,11:05,Cash,9.2
145-94-9061,B,Mandalay,Normal,Female,Food and beverages,88.36,5,22.09,463.89,1/25/2019,19:48,Cash,9.6
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,1/25/2019,13:30,Credit card,5.2
268-03-6164,B,Mandalay,Normal,Female,Health and beauty,96.11,1,4.8055,100.9155,1/25/2019,16:28,Ewallet,7.8
280-17-4359,C,Naypyitaw,Member,Female,Health and beauty,90.5,10,45.25,950.25,1/25/2019,13:48,Cash,8.1
730-61-8757,B,Mandalay,Member,Female,Health and beauty,51.13,4,10.226,214.746,1/25/2019,10:11,Credit card,4
824-88-3614,C,Naypyitaw,Normal,Female,Health and beauty,34.31,8,13.724,288.204,1/25/2019,15:00,Ewallet,5.7
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,1/25/2019,15:54,Cash,4.5
856-66-2701,A,Yangon,Member,Male,Home and lifestyle,53.3,3,7.995,167.895,1/25/2019,14:19,Ewallet,7.5
340-21-9136,A,Yangon,Member,Male,Sports and travel,40.05,4,8.01,168.21,1/25/2019,11:40,Cash,9.7
394-55-6384,C,Naypyitaw,Member,Male,Sports and travel,70.19,9,31.5855,663.2955,1/25/2019,13:38,Cash,6.7
569-71-4390,B,Mandalay,Normal,Male,Sports and travel,21.87,2,2.187,45.927,1/25/2019,14:29,Ewallet,6.9
452-04-8808,B,Mandalay,Normal,Male,Electronic accessories,87.08,7,30.478,640.038,1/26/2019,15:17,Cash,5.5
834-61-8124,A,Yangon,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,1/26/2019,18:22,Cash,5.5
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,1/26/2019,14:51,Cash,9.7
258-69-7810,C,Naypyitaw,Normal,Female,Fashion accessories,36.85,5,9.2125,193.4625,1/26/2019,18:53,Cash,9.2
289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,81.37,2,8.137,170.877,1/26/2019,19:28,Cash,6.5
308-39-1707,A,Yangon,Normal,Female,Fashion accessories,12.09,1,0.6045,12.6945,1/26/2019,18:19,Credit card,8.2
881-41-7302,C,Naypyitaw,Normal,Female,Fashion accessories,64.99,1,3.2495,68.2395,1/26/2019,10:06,Credit card,4.5
896-34-0956,A,Yangon,Normal,Female,Fashion accessories,21.32,1,1.066,22.386,1/26/2019,12:43,Cash,5.9
135-13-8269,B,Mandalay,Member,Female,Food and beverages,78.88,2,7.888,165.648,1/26/2019,16:04,Cash,9.1
316-55-4634,B,Mandalay,Member,Male,Food and beverages,80.05,5,20.0125,420.2625,1/26/2019,12:45,Credit card,9.4
794-42-3736,B,Mandalay,Normal,Male,Food and beverages,33.33,2,3.333,69.993,1/26/2019,14:41,Credit card,6.4
847-38-7188,B,Mandalay,Normal,Female,Food and beverages,96.68,3,14.502,304.542,1/26/2019,19:56,Ewallet,6.4
176-78-1170,C,Naypyitaw,Member,Female,Health and beauty,33.81,3,5.0715,106.5015,1/26/2019,15:11,Ewallet,7.3
836-82-5858,B,Mandalay,Member,Female,Health and beauty,69.37,9,31.2165,655.5465,1/26/2019,19:14,Ewallet,4
641-43-2399,B,Mandalay,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,1/26/2019,20:23,Ewallet,5.7
225-32-0908,C,Naypyitaw,Normal,Male,Sports and travel,44.86,10,22.43,471.03,1/26/2019,19:54,Ewallet,8.2
539-21-7227,B,Mandalay,Normal,Male,Sports and travel,51.54,5,12.885,270.585,1/26/2019,17:45,Cash,4.2
325-90-8763,C,Naypyitaw,Member,Male,Electronic accessories,46.57,10,23.285,488.985,1/27/2019,13:58,Cash,7.6
585-90-0249,A,Yangon,Member,Male,Electronic accessories,73.26,1,3.663,76.923,1/27/2019,18:08,Ewallet,9.7
394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,54.07,9,24.3315,510.9615,1/27/2019,14:55,Ewallet,9.5
595-27-4851,A,Yangon,Normal,Female,Fashion accessories,54.28,7,18.998,398.958,1/27/2019,18:05,Ewallet,9.3
534-01-4457,A,Yangon,Normal,Male,Food and beverages,81.71,6,24.513,514.773,1/27/2019,14:36,Credit card,8
862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages,90.24,6,27.072,568.512,1/27/2019,11:17,Cash,6.2
123-19-1176,A,Yangon,Member,Female,Health and beauty,58.22,8,23.288,489.048,1/27/2019,20:33,Ewallet,8.4
869-11-3082,B,Mandalay,Member,Female,Health and beauty,96.16,4,19.232,403.872,1/27/2019,20:03,Credit card,8.4
620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,6.94,145.74,1/27/2019,19:48,Ewallet,9
624-01-8356,B,Mandalay,Normal,Female,Home and lifestyle,49.01,10,24.505,514.605,1/27/2019,10:44,Credit card,4.2
633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,12.03,2,1.203,25.263,1/27/2019,15:51,Cash,5.1
788-07-8452,C,Naypyitaw,Member,Female,Home and lifestyle,24.24,7,8.484,178.164,1/27/2019,17:38,Ewallet,9.4
613-59-9758,C,Naypyitaw,Normal,Male,Sports and travel,14.36,10,7.18,150.78,1/27/2019,14:28,Cash,5.4
870-54-3162,A,Yangon,Normal,Male,Sports and travel,32.25,5,8.0625,169.3125,1/27/2019,13:26,Cash,9
243-47-2663,C,Naypyitaw,Member,Male,Electronic accessories,18.77,6,5.631,118.251,1/28/2019,16:43,Credit card,5.5
544-55-9589,B,Mandalay,Member,Male,Electronic accessories,21.43,10,10.715,225.015,1/28/2019,11:51,Cash,6.2
726-29-6793,A,Yangon,Member,Male,Electronic accessories,24.18,8,9.672,203.112,1/28/2019,20:54,Ewallet,9.8
372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,5.955,125.055,1/28/2019,19:24,Ewallet,5.4
865-41-9075,A,Yangon,Normal,Male,Food and beverages,11.53,7,4.0355,84.7455,1/28/2019,17:35,Cash,8.1
211-30-9270,C,Naypyitaw,Normal,Female,Health and beauty,17.41,5,4.3525,91.4025,1/28/2019,15:16,Credit card,4.9
222-42-0244,B,Mandalay,Member,Female,Health and beauty,72.11,9,32.4495,681.4395,1/28/2019,13:53,Credit card,7.7
342-65-4817,C,Naypyitaw,Member,Female,Health and beauty,86.8,3,13.02,273.42,1/28/2019,16:47,Ewallet,9.9
390-80-5128,B,Mandalay,Member,Female,Health and beauty,19.15,1,0.9575,20.1075,1/28/2019,17:58,Credit card,9.5
430-53-4718,B,Mandalay,Member,Female,Health and beauty,75.37,8,30.148,633.108,1/28/2019,15:46,Credit card,8.4
699-88-1972,B,Mandalay,Normal,Female,Health and beauty,99.16,8,39.664,832.944,1/28/2019,17:47,Credit card,4.2
593-65-1552,C,Naypyitaw,Normal,Female,Home and lifestyle,69.81,4,13.962,293.202,1/28/2019,20:50,Credit card,5.9
149-71-6266,B,Mandalay,Member,Male,Sports and travel,78.07,9,35.1315,737.7615,1/28/2019,12:43,Cash,4.5
400-89-4171,C,Naypyitaw,Normal,Male,Sports and travel,80.97,8,32.388,680.148,1/28/2019,13:05,Cash,9.3
137-63-5492,C,Naypyitaw,Normal,Male,Electronic accessories,58.76,10,29.38,616.98,1/29/2019,14:26,Ewallet,9
575-67-1508,A,Yangon,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,1/29/2019,11:26,Ewallet,6.7
110-48-7033,B,Mandalay,Member,Female,Fashion accessories,32.62,4,6.524,137.004,1/29/2019,14:12,Cash,9
382-25-8917,C,Naypyitaw,Normal,Female,Fashion accessories,42.08,6,12.624,265.104,1/29/2019,12:25,Cash,8.9
746-94-0204,A,Yangon,Normal,Female,Fashion accessories,83.24,9,37.458,786.618,1/29/2019,11:56,Credit card,7.4
862-17-9201,B,Mandalay,Normal,Female,Food and beverages,84.05,6,25.215,529.515,1/29/2019,10:48,Credit card,7.7
233-67-5758,C,Naypyitaw,Normal,Female,Health and beauty,40.35,1,2.0175,42.3675,1/29/2019,13:46,Ewallet,6.2
800-09-8606,A,Yangon,Member,Female,Home and lifestyle,87.37,5,21.8425,458.6925,1/29/2019,19:45,Cash,6.6
343-61-3544,B,Mandalay,Member,Male,Sports and travel,26.67,10,13.335,280.035,1/29/2019,11:48,Cash,8.6
569-76-2760,A,Yangon,Member,Male,Sports and travel,22.01,4,4.402,92.442,1/29/2019,18:15,Credit card,6.6
606-80-4905,C,Naypyitaw,Member,Male,Sports and travel,19.15,6,5.745,120.645,1/29/2019,10:01,Credit card,6.8
816-72-8853,A,Yangon,Member,Male,Sports and travel,27.93,5,6.9825,146.6325,1/29/2019,15:48,Cash,5.9
134-54-4720,B,Mandalay,Normal,Male,Electronic accessories,42.42,8,16.968,356.328,1/30/2019,13:58,Ewallet,5.7
182-69-8360,B,Mandalay,Normal,Male,Electronic accessories,23.65,4,4.73,99.33,1/30/2019,13:32,Credit card,4
804-38-3935,A,Yangon,Member,Male,Electronic accessories,93.78,3,14.067,295.407,1/30/2019,11:32,Credit card,5.9
283-26-5248,C,Naypyitaw,Member,Female,Food and beverages,98.52,10,49.26,1034.46,1/30/2019,20:23,Ewallet,4.5
416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,97.03,5,24.2575,509.4075,1/30/2019,16:24,Ewallet,9.3
556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,1.148,24.108,1/30/2019,20:47,Cash,4.3
664-14-2882,C,Naypyitaw,Member,Female,Home and lifestyle,10.53,5,2.6325,55.2825,1/30/2019,14:43,Credit card,5.8
423-80-0988,C,Naypyitaw,Normal,Male,Sports and travel,76.4,2,7.64,160.44,1/30/2019,19:42,Ewallet,6.5
862-29-5914,C,Naypyitaw,Normal,Male,Sports and travel,22.38,1,1.119,23.499,1/30/2019,17:08,Credit card,8.6
187-83-5490,A,Yangon,Member,Male,Electronic accessories,20.77,4,4.154,87.234,1/31/2019,13:47,Cash,4.7
239-36-3640,B,Mandalay,Normal,Male,Electronic accessories,45.35,6,13.605,285.705,1/31/2019,13:44,Ewallet,6.1
366-93-0948,A,Yangon,Member,Male,Electronic accessories,66.35,1,3.3175,69.6675,1/31/2019,10:46,Credit card,9.7
457-94-0464,B,Mandalay,Member,Male,Electronic accessories,87.87,9,39.5415,830.3715,1/31/2019,20:32,Ewallet,5.6
525-09-8450,B,Mandalay,Normal,Male,Electronic accessories,72.13,10,36.065,757.365,1/31/2019,15:12,Credit card,4.2
583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories,37.06,4,7.412,155.652,1/31/2019,16:24,Ewallet,9.7
834-45-5519,B,Mandalay,Normal,Male,Electronic accessories,43,4,8.6,180.6,1/31/2019,20:48,Ewallet,7.6
189-55-2313,C,Naypyitaw,Normal,Female,Fashion accessories,62.18,10,31.09,652.89,1/31/2019,10:33,Ewallet,6
286-75-7818,B,Mandalay,Normal,Female,Fashion accessories,69.08,2,6.908,145.068,1/31/2019,19:48,Credit card,6.9
522-57-8364,A,Yangon,Member,Female,Fashion accessories,51.34,8,20.536,431.256,1/31/2019,10:00,Ewallet,7.6
735-32-9839,C,Naypyitaw,Member,Female,Fashion accessories,98.7,8,39.48,829.08,1/31/2019,10:36,Ewallet,8.5
226-71-3580,C,Naypyitaw,Normal,Male,Sports and travel,23.75,9,10.6875,224.4375,1/31/2019,12:02,Cash,9.5
525-88-7307,B,Mandalay,Member,Male,Sports and travel,75.82,1,3.791,79.611,1/31/2019,13:19,Cash,5.8
532-59-7201,B,Mandalay,Member,Male,Sports and travel,79.93,6,23.979,503.559,1/31/2019,14:04,Cash,5.5
151-16-1484,A,Yangon,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2/13/2019,12:38,Ewallet,6.5
563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.82,1,3.841,80.661,2/13/2019,18:27,Ewallet,7.2
139-52-2867,C,Naypyitaw,Normal,Female,Fashion accessories,22.51,7,7.8785,165.4485,2/13/2019,10:50,Credit card,4.8
339-18-7061,C,Naypyitaw,Member,Female,Fashion accessories,92.98,2,9.298,195.258,2/13/2019,15:06,Credit card,8
767-54-1907,B,Mandalay,Member,Female,Fashion accessories,29.56,5,7.39,155.19,2/13/2019,16:59,Cash,6.9
549-23-9016,C,Naypyitaw,Member,Female,Food and beverages,14.87,2,1.487,31.227,2/13/2019,18:15,Credit card,8.9
173-50-1108,B,Mandalay,Member,Male,Sports and travel,20.18,4,4.036,84.756,2/13/2019,12:14,Credit card,5
